Scientific Name,Family ,Local Name,Disease used on ,Parts used,Preparation and Administration,Quality of Dosage ,Administration Frequency,Experienced adverse or side effects,Literature taken from,Page where the data can be found on the literature
Costus igneus,Costaceae,Insulin Plant,"Diabetes, anemia, stroke, hyper tension",Leaves and shoots,Wash the leaves and shoots then directly consume it,,,,"Ethnobotany, Systematic Review and Field Mapping on Folkloric Medicinal Plants in the Zamboanga Peninsula, Mindanao, Philippines",Page: 14
Garcinia mangostana L.,Clusiaceae/Guttiferae,Bajau: Mangis Yakan: Mangostan,"Tubercu-losis, diabetes, diarrhea, stomach ache, anemia","Fruit peels, bark",Decoction,,,,"Ethnobotany, Systematic Review and Field Mapping on Folkloric Medicinal Plants in the Zamboanga Peninsula, Mindanao, Philippines",Page: 14
Bryophyllum pinnnatum Lam. (Syn. Kalanchoe pinnata),Crassulaceae,Chav: Handalika/ Siempre viva Vis: Kataka-taka Yakan: Karitana Subanen: Hanlilika,"Wounds and inflamma-tion, boils Toothache Physical relapse",Leaves Leaves Leaves,Smash the leaves and apply on the affected area. Infusion Decoction,,,,"Ethnobotany, Systematic Review and Field Mapping on Folkloric Medicinal Plants in the Zamboanga Peninsula, Mindanao, Philippines",Page: 14
Momordica charantia L.,Cucurbitaceae,Bajau: Paliya Subanen: Palya,"Diabetes, Fever, LBM Postpartum care Anemia, diabetes",Leaves Leaves Fruits,Decoction and drink Wash in hygienic part Cooking (viand),,,,"Ethnobotany, Systematic Review and Field Mapping on Folkloric Medicinal Plants in the Zamboanga Peninsula, Mindanao, Philippines",Page: 14
Lagenaria siceraria (Molina) Standl.,Cucurbitaceae,Miracle Plant,"Cancer, kidney stone Hyper tension",Leaves Fruits,Decoction Direct eating,,,,"Ethnobotany, Systematic Review and Field Mapping on Folkloric Medicinal Plants in the Zamboanga Peninsula, Mindanao, Philippines",Page: 15
Luffa acutangula Roxb.,Cucurbitaceae,Subanen: Tikwa,Early stage of inflamma-tion,Leaves ,Heat enough leaves until burnt. Apply and change when dry.,,,,"Ethnobotany, Systematic Review and Field Mapping on Folkloric Medicinal Plants in the Zamboanga Peninsula, Mindanao, Philippines",Page: 15
Sechium edule (Jacq.) Sw.,Cucurbitaceae,Vis: Sayote ,Hyper tension,Leaves,Decoction,,,,"Ethnobotany, Systematic Review and Field Mapping on Folkloric Medicinal Plants in the Zamboanga Peninsula, Mindanao, Philippines",Page: 15
Cyperus kyllingia,Cyperaceae,Subanen: Kukemot,"Diarrhea, fever",Whole plant,Infusion,,,,"Ethnobotany, Systematic Review and Field Mapping on Folkloric Medicinal Plants in the Zamboanga Peninsula, Mindanao, Philippines",Page: 15
Kyllinga monocephala,Cyperaceae,Bosikad,"Headache, muscle pain, fever",Stem and leaves,Soaking in water during night-time and drink the water in the morning,,,,"Ethnobotany, Systematic Review and Field Mapping on Folkloric Medicinal Plants in the Zamboanga Peninsula, Mindanao, Philippines",Page: 15
Dillenia philippinensis Rolfe,Dilleneaceae,Subanen: Dlhembog,Diarrhea and vomiting,Leaves,"Decoction (boil seven leaves with 1.5 glass of water. Once lukewarm, drink a half-glass once)",,,,"Ethnobotany, Systematic Review and Field Mapping on Folkloric Medicinal Plants in the Zamboanga Peninsula, Mindanao, Philippines",Page: 15
Shorea astylosa,Dipterocarpaceae,Yakal,Physical relapse (“bughat”),Bark,decoction,,,,"Ethnobotany, Systematic Review and Field Mapping on Folkloric Medicinal Plants in the Zamboanga Peninsula, Mindanao, Philippines",Page: 15
Breynia cernua (Poir.) Mull. Arg.,Euphorbiaceae,Subanen: Thetulog,Toothache prevention Open wound,Stem Leaves,Use a thin section of the stem as a toothpick. Pound handful of leaves. Squeeze the juice on the affected area.,,,,"Ethnobotany, Systematic Review and Field Mapping on Folkloric Medicinal Plants in the Zamboanga Peninsula, Mindanao, Philippines",Page: 15
Euphorbia hirta L.,Euphorbiaceae,Chav: Tawa-tawa Bajau: Patik-patik Yakan: Patik-patik Vis: Mangaw-ngaw Subanen: Tematik,"Dengue fever, cough, stomach ache, physical relapse (“bughat”), malaria, measles Wounds, tumor, pus Sore eyes",Whole plant Leaves Sap,Decoction Juice extraction Direct applica-tion,,,,"Ethnobotany, Systematic Review and Field Mapping on Folkloric Medicinal Plants in the Zamboanga Peninsula, Mindanao, Philippines",Page: 15
Euphorbia pulcherrima Willd. ,Euphorbiaceae,Poinsettia,Fever,Leaves,Extraction,,,,"Ethnobotany, Systematic Review and Field Mapping on Folkloric Medicinal Plants in the Zamboanga Peninsula, Mindanao, Philippines",Page: 16
Codiaeum variegatum (L.) Rumph.ex. A. Juss,Euphorbiaceae,San Francisco ,Swelling,Leaves,Poultice,,,,"Ethnobotany, Systematic Review and Field Mapping on Folkloric Medicinal Plants in the Zamboanga Peninsula, Mindanao, Philippines",Page: 16
Jatropa curcas ,Euphorbiaceae,Tuba-tuba,"Flatulence, sprain, stomach ache, “kabag”, fever Diarrhea, insect repellent, “panuhot” Fractured bone, body aches, sprain",Leaves Roots and leaves Leaves ,Poultice/Smoking (“hampol “or applied as poultice) Decoction Pound and use like a bandage or are directly applied on skin like a liniment; Steam and poultice,,,,"Ethnobotany, Systematic Review and Field Mapping on Folkloric Medicinal Plants in the Zamboanga Peninsula, Mindanao, Philippines",Page: 16
Jatropha podagrica,Euphorbiaceae,Ginseng,Wound,Roots,Crushed and applied directly,,,,"Ethnobotany, Systematic Review and Field Mapping on Folkloric Medicinal Plants in the Zamboanga Peninsula, Mindanao, Philippines",Page: 16
Macaranga tanarius (L.) Muell.-Arg,Euphorbiaceae,Subanen: Binunga,Wounds,Leaves,Extraction,,,,"Ethnobotany, Systematic Review and Field Mapping on Folkloric Medicinal Plants in the Zamboanga Peninsula, Mindanao, Philippines",Page: 16
Mallotus floribundus (Blume) Muell.-Arg.,Euphorbiaceae,Subanen: Tula-tula,Kidney diseases,Roots,Decoction,,,,"Ethnobotany, Systematic Review and Field Mapping on Folkloric Medicinal Plants in the Zamboanga Peninsula, Mindanao, Philippines",Page: 16
Manihot esculenta Crantz,Euphorbiaceae,Chav: Kamanting Subanen: Balanghoy,Swelling Furuncle,Leaves Tubers,Decoction Decoction,,,,"Ethnobotany, Systematic Review and Field Mapping on Folkloric Medicinal Plants in the Zamboanga Peninsula, Mindanao, Philippines",Page: 16
Melanolepis multiglandulosa Reinw. Ex Blume,Euphorbiaceae,Vis: Alom Subanen: Ghalem,Parasitic worms Flatulence Sore throat,Leaves Leaves Bark,Decoction Poultice Poultice,,,,"Ethnobotany, Systematic Review and Field Mapping on Folkloric Medicinal Plants in the Zamboanga Peninsula, Mindanao, Philippines",Page: 16
Ricinus communis L.,Euphorbiaceae,Tangan-tangan,Injuries,Leaves,Steam,,,,"Ethnobotany, Systematic Review and Field Mapping on Folkloric Medicinal Plants in the Zamboanga Peninsula, Mindanao, Philippines",Page: 16
Afzelia rhomboidea (Blanco) Vidal,Fabaceae/Leguminosae,Subanen: Glonghigi,To get rid of lice,Trunk,Juice extraction (Scrape trunk (3x) and squeeze the juice. Apply on the head after shampoo. Leave for half an hour. Rinse.),,,,"Ethnobotany, Systematic Review and Field Mapping on Folkloric Medicinal Plants in the Zamboanga Peninsula, Mindanao, Philippines",Page: 17
Arachis hypogaea,Fabaceae/Leguminosae,Mani,Sore,Seeds,Crushed and applied directly,,,,"Ethnobotany, Systematic Review and Field Mapping on Folkloric Medicinal Plants in the Zamboanga Peninsula, Mindanao, Philippines",Page: 17
Caesalpinia sappan L.,Fabaceae/Leguminosae,Sibukaw,"Diarrhea, fever, rheumatism arthritis, anemia Physical relapse, cough, tuberculosis Fractures, muscle pain, physical relapse, flu Tubercu-losis",Bark Roots Bark Leaves,Decoction Decoction (drink as needed) Infusion with coconut oil Decoction,,,,"Ethnobotany, Systematic Review and Field Mapping on Folkloric Medicinal Plants in the Zamboanga Peninsula, Mindanao, Philippines",Page: 17
Cassia alata L.,Fabaceae/Leguminosae,Tausug: Andalan Yakan: Kwit subong/pitsubo Subanen: Asunting,"Scabies, fungal infection, athlete’s foot, Tinea flava, ringworm Cyst, fungal infections","Leaves Roots, leaves",Pounding Decoction,,,,"Ethnobotany, Systematic Review and Field Mapping on Folkloric Medicinal Plants in the Zamboanga Peninsula, Mindanao, Philippines",Page: 17
Clitoria ternatea L.,Fabaceae/Leguminosae,Yakan: Balogbalog,Swollen joints Kidney disease Hyper tension,Leaves Roots and Bark Flower,Poultice Infusion Extraction,,,,"Ethnobotany, Systematic Review and Field Mapping on Folkloric Medicinal Plants in the Zamboanga Peninsula, Mindanao, Philippines",Page: 17
Derris elliptica (Wall.) Benth.,Fabaceae/Leguminosae,Subanen: Thoba,Itchiness,Leaves,Pound plenty leaves and apply until itchiness subsides.,,,,"Ethnobotany, Systematic Review and Field Mapping on Folkloric Medicinal Plants in the Zamboanga Peninsula, Mindanao, Philippines",Page: 17
Desmodium capitatum,Fabaceae/Leguminosae,Mani-mani,For pregnant women,Leaves,Apply directly in the stomach,,,,"Ethnobotany, Systematic Review and Field Mapping on Folkloric Medicinal Plants in the Zamboanga Peninsula, Mindanao, Philippines",Page: 17
Desmodium pulchellum,Fabaceae/Leguminosae,Gaan-gaan,Physical relapse,Leaves,Decoction,,,,"Ethnobotany, Systematic Review and Field Mapping on Folkloric Medicinal Plants in the Zamboanga Peninsula, Mindanao, Philippines",Page: 17
Flemingia strobilifera (L.) W. F. Alton,Fabaceae/Leguminosae,Subanen: Kolipes,Tuberculosis Diabetes Inflammation,Roots Roots Leaves,Decoction(boil with water and Take regularly. Taking fresh water is prohi-bited). Decoction (pound enough roots and boil with half glass of water. Drink thrice a day for 3 days.) Pound 7 leaves and apply on the inflamed area.,,,,"Ethnobotany, Systematic Review and Field Mapping on Folkloric Medicinal Plants in the Zamboanga Peninsula, Mindanao, Philippines",Page: 18
Gliricidia sepium (Jacq.) Walp.,Fabaceae/Leguminosae,Chav: Madre de cacao Tausug: Madri kakao Vis: Kakawate,"Swollen wound, “panuhot” Scabies, fungal infection, rashes Skin allergy, “panuhot”, swelling Convulsion due to high fever",Stem Leaves Leaves Leaves,"Extraction Pounding Decoction Poultice (pound the leaves, add vinegar then rub all over the body)",,,,"Ethnobotany, Systematic Review and Field Mapping on Folkloric Medicinal Plants in the Zamboanga Peninsula, Mindanao, Philippines",Page: 18
Leucaena leucocephala (Lam.) de Wit,Fabaceae/Leguminosae,Ipil-ipil,Parasitic worms,Leaves,Chewing,,,,"Ethnobotany, Systematic Review and Field Mapping on Folkloric Medicinal Plants in the Zamboanga Peninsula, Mindanao, Philippines",Page: 18
Mimosa pudica L.,Fabaceae/Leguminosae,Tausug: Sipug-sipug Subanen: Selom- patay/Maharlika,"Fertility, myoma, abdominal pain UTI, physical relapse, “pasmo” .Toothache",Roots Leaves and roots Roots,Decoction Decoction Direct application,,,,"Ethnobotany, Systematic Review and Field Mapping on Folkloric Medicinal Plants in the Zamboanga Peninsula, Mindanao, Philippines",Page: 18
Premna odorata Blanco,Fabaceae/Leguminosae,Abgau,"“Panuhot” Myoma, tumor",Leaves Roots,Bathing Decoction,,,,"Ethnobotany, Systematic Review and Field Mapping on Folkloric Medicinal Plants in the Zamboanga Peninsula, Mindanao, Philippines",Page: 18
Pterocarpus indicus,Fabaceae/Leguminosae,Narra,"Post-partum care, LBM, hemorrhage",Bark ,Decoction (drink on an empty stomach),,,,"Ethnobotany, Systematic Review and Field Mapping on Folkloric Medicinal Plants in the Zamboanga Peninsula, Mindanao, Philippines",Page: 18
Phyllodium pulchellum,Fabaceae/Leguminosae,Subanen: Gaan- gaan,Physical relapse,Roots ,Decoction,,,,"Ethnobotany, Systematic Review and Field Mapping on Folkloric Medicinal Plants in the Zamboanga Peninsula, Mindanao, Philippines",Page: 18
Senna alata (L.) Roxb.,Fabaceae/Leguminosae,Asunting,Kidney problems Tinea versicolor,Leaves Leaves,Decoction Steam,,,,"Ethnobotany, Systematic Review and Field Mapping on Folkloric Medicinal Plants in the Zamboanga Peninsula, Mindanao, Philippines",Page: 19
Sesbania grandiflora (L.) Pers.,Fabaceae/Leguminosae,Subanen: Thori,Diarrhea,Trunk,Infusion (Scrape the trunk (7x) and boil with enough water. Drink the infusion often until well),,,,"Ethnobotany, Systematic Review and Field Mapping on Folkloric Medicinal Plants in the Zamboanga Peninsula, Mindanao, Philippines",Page: 19
Tamarindus indica,Fabaceae/Leguminosae,Vis: Sambag,Measles Gastro intestinal system and related disorders,Leaves Fruit and leaves,Decoction of the leaves for taking a bath. Direct eating/Extraction,,,,"Ethnobotany, Systematic Review and Field Mapping on Folkloric Medicinal Plants in the Zamboanga Peninsula, Mindanao, Philippines",Page: 19
Vigna radiata (L.) R.Wilczek,Fabaceae/Leguminosae,Monggo,Anemia,Fruits,Cooking,,,,"Ethnobotany, Systematic Review and Field Mapping on Folkloric Medicinal Plants in the Zamboanga Peninsula, Mindanao, Philippines",Page: 19
Callicarpa tomentosa,Lamiaceae,Subanen: Tigau,Toothache,Young leaves,Apply directly.,,,,"Ethnobotany, Systematic Review and Field Mapping on Folkloric Medicinal Plants in the Zamboanga Peninsula, Mindanao, Philippines",Page: 19
Coleus blumei (Syn. Plectranthus scutellarioides (L.) R.Br.),Lamiaceae,Chav: Lampuya,"Swelling, boils Fever, cough Fever Wounds, post-partum cleansing, boils",Leaves Leaves Leaves Leaves,Pounding and direct application Decoction Steam and applied as poultice. Extraction,,,,"Ethnobotany, Systematic Review and Field Mapping on Folkloric Medicinal Plants in the Zamboanga Peninsula, Mindanao, Philippines",Page: 19
Gmelina arborea Roxb.,Lamiaceae,Gmelina Tausug: Jibilina,"Fever, colds Arthritis, inflammation, flatulence Headache, fracture, “panuhot” Back pain",Leaves Leaves Leaves Young leaves,Direct application. Poultice Heat leaves then apply directly to the affected area. Put 3 leaves on the area. Always change when dried.,,,,"Ethnobotany, Systematic Review and Field Mapping on Folkloric Medicinal Plants in the Zamboanga Peninsula, Mindanao, Philippines",Page: 19
Mentha cordifelia,Lamiaceae,Yerba buena,"Headache, muscle pain, arthritis, rheumatism",Leaves,"Sap extraction, then massage to affected part with eucalyptus.",,,,"Ethnobotany, Systematic Review and Field Mapping on Folkloric Medicinal Plants in the Zamboanga Peninsula, Mindanao, Philippines",Page: 19
Ocimum africanum,Lamiaceae,Chav: Albahaca Bajau: Sulase/ Mamba-wing Subanen: Sangig,"Skin diseases Fever, polio, newborn care Asthma Post-partum care",Leaves Leaves Roots Roots and leaves.,Decoction Extraction Decoction Decoction,,,,"Ethnobotany, Systematic Review and Field Mapping on Folkloric Medicinal Plants in the Zamboanga Peninsula, Mindanao, Philippines",Page: 20
Origanum vulgare L. (Syn. Coleus aromaticus Benth.),Lamiaceae,Chav: Marjoram Vis: Kalabo Tausug: Origano Subanen: Gliganu,"Asthma, cough, colds Pneumonia Kid’s cough",Leaves Leaves Young leaves,Decoction ExtractionSteam Pound enough leaves and extract the juice. Give half tsp to a child twice a day.,,,,"Ethnobotany, Systematic Review and Field Mapping on Folkloric Medicinal Plants in the Zamboanga Peninsula, Mindanao, Philippines",Page: 20
Orthosiphon aristatus,Lamiaceae,Chav: Barbas de gato Vis:Balbas pusa Subanen: Wachichao,"Pains, diabetes, urinary tract infection, kidney stones Cough",Leaves Leaves,Infusion Decoction,,,,"Ethnobotany, Systematic Review and Field Mapping on Folkloric Medicinal Plants in the Zamboanga Peninsula, Mindanao, Philippines",Page: 20
Pogostemon auricularis,Lamiaceae,Buntot pusa Subanen: Buntot sa iring,UTI,Leaves and flowers,Decoction,,,,"Ethnobotany, Systematic Review and Field Mapping on Folkloric Medicinal Plants in the Zamboanga Peninsula, Mindanao, Philippines",Page: 20
Premna odorata Blanco,Lamiaceae,Alagaw,"Myoma, tumor “Panuhot“",Roots Leaves,Decoction Bathing,,,,"Ethnobotany, Systematic Review and Field Mapping on Folkloric Medicinal Plants in the Zamboanga Peninsula, Mindanao, Philippines",Page: 20
Vitex negundo L.,Lamiaceae,Lagundi,"Cough, asthma, fever, stomach ache, headache, fever Cough",Leaves Young leaves,Decoction (Boil 7 leaves with one glass of water) Pound and extract the juice. Drink 1 tbsp. often.,,,,"Ethnobotany, Systematic Review and Field Mapping on Folkloric Medicinal Plants in the Zamboanga Peninsula, Mindanao, Philippines",Page: 20
Cinnamomum mercadoi,Lauraceae,Litik-litik,Cough for kids,Shoots ,"Get the extract and filter it, then drink. Cover the leaves with banana leaves, place it in a mild fire then get the extract from it.",,,,"Ethnobotany, Systematic Review and Field Mapping on Folkloric Medicinal Plants in the Zamboanga Peninsula, Mindanao, Philippines",Page: 20
Litsea glutinosa (Lour.) C. B. Rob.,Lauraceae,Yakan: Pusoh baih Sama: Lakdan bulan,"LBM, post-partum care","Leaves, stem",Decoction,,,,"Ethnobotany, Systematic Review and Field Mapping on Folkloric Medicinal Plants in the Zamboanga Peninsula, Mindanao, Philippines",Page: 21
Persea americana Mill.,Lauraceae,Abokado,"LBM, stomach ache, cough, UTI Hyper tension, diabetes Fever",Leaves Fruits Leaves,Decoction Shake (blend) Poultice,,,,"Ethnobotany, Systematic Review and Field Mapping on Folkloric Medicinal Plants in the Zamboanga Peninsula, Mindanao, Philippines",Page: 21
Barringtonia Asiatica,Lecythidaceae,Bitoon-bitoon,"Wounds, stomach ache, rheumatism",Leaves,Heated and externally applied as poultice,,,,"Ethnobotany, Systematic Review and Field Mapping on Folkloric Medicinal Plants in the Zamboanga Peninsula, Mindanao, Philippines",Page: 21
Allium ascalonicum,Liliaceae,Sibujing,Fever,Whole plant,Decoction,,,,"Ethnobotany, Systematic Review and Field Mapping on Folkloric Medicinal Plants in the Zamboanga Peninsula, Mindanao, Philippines",Page: 21
Lilium sp.,Liliaceae,Subanen: Niyog- niyog,"Kidney trouble, internal illness, tuber-culosis, vomits blood",Bulb,Decoction(Slice into 7 pieces and boil with 3 glasses of water. Drink the decoction often until needed.),,,,"Ethnobotany, Systematic Review and Field Mapping on Folkloric Medicinal Plants in the Zamboanga Peninsula, Mindanao, Philippines",Page: 21
Lagerstroemia speciosa,Lythraceae,Banaba,"Diabetes and kidney disorder Body aches, UTI Overall health",Leaves Trunk & roots Leaves & bark,"Infusion, Decoction Decoction Mixing of extracts",,,,"Ethnobotany, Systematic Review and Field Mapping on Folkloric Medicinal Plants in the Zamboanga Peninsula, Mindanao, Philippines",Page: 21
Abelmoschus esculentus (L.) Moench.,Malvaceae,Okra,Stomach ache LBM,Fruits Leaves,Decoction Decoction,,,,"Ethnobotany, Systematic Review and Field Mapping on Folkloric Medicinal Plants in the Zamboanga Peninsula, Mindanao, Philippines",Page: 21
